Erythroid,T,B,GMP,Myeloid
0.18584831,0.21678329,0.3175641,0.05553898,0.22426526
0.1690833,0.053666845,0.29334408,0.29084623,0.19305962
0.3134654,0.06451544,0.28007495,0.09392919,0.248015
0.1424603,0.14939079,0.21918291,0.2598302,0.22913575
0.10461618,0.318239,0.09839536,0.2782055,0.20054397
0.2115309,0.18410273,0.12984729,0.2176102,0.2569089
0.3673841,0.13598981,0.23295683,0.066780366,0.19688883
0.17974797,0.1709177,0.3310361,0.06725295,0.25104523
0.196064,0.4141742,0.08895158,0.24720769,0.053602517
0.23807116,0.07887043,0.28524107,0.2746389,0.123178445
0.1123642,0.4364692,0.17982349,0.1789901,0.092352994
0.3305763,0.11148346,0.0893513,0.16371131,0.30487764
0.23800203,0.24367547,0.23110417,0.08551307,0.20170522
0.2004301,0.238575,0.1403477,0.20209886,0.21854837
0.2422508,0.11408729,0.3158326,0.2016667,0.12616266
0.12660669,0.31549945,0.12185445,0.24985406,0.18618533
0.14975752,0.18304163,0.22623366,0.35694984,0.08401728
0.123604484,0.07447346,0.340403,0.35441864,0.10710041
0.14900348,0.22481751,0.23751174,0.2315921,0.15707517
0.25728658,0.22092734,0.10168502,0.30288303,0.117218
0.24973337,0.2593357,0.23592162,0.08540831,0.169601
0.29514056,0.09823119,0.26007164,0.07459563,0.271961
0.12966299,0.24072735,0.29769,0.27648774,0.055431917
0.12443949,0.13642402,0.2250402,0.29869217,0.21540406
0.44117048,0.04544753,0.17352468,0.28385037,0.056006968
0.16070479,0.11680267,0.21928239,0.1609158,0.3422944
0.3152617,0.063532166,0.18075074,0.19884807,0.24160738
0.17237015,0.31657085,0.17958632,0.0862097,0.24526295
0.36500597,0.05963234,0.1336689,0.19574052,0.2459523
0.16664256,0.42757532,0.2197164,0.08581923,0.100246474
0.26588082,0.28448477,0.06840488,0.27521294,0.10601657
0.26465666,0.29720107,0.19205737,0.13398889,0.11209605
0.30676246,0.30647558,0.16700615,0.0713333,0.14842257
0.1809547,0.21775328,0.3290474,0.105690174,0.1665545
0.20312826,0.24075876,0.26726386,0.04138488,0.24746424
0.18266012,0.23316376,0.1263199,0.39979526,0.058060978
0.22843699,0.2598905,0.12613368,0.15647185,0.22906701
0.12799716,0.34232193,0.15690368,0.28322354,0.08955367
0.18052292,0.18366984,0.2101551,0.21992064,0.20573153
0.114797816,0.14316903,0.41481033,0.042362016,0.28486082
0.1950455,0.260585,0.09701572,0.32857987,0.118773915
0.24377984,0.051098727,0.1953088,0.2649571,0.24485552
0.24028671,0.07942099,0.27462572,0.18878229,0.21688434
0.13314748,0.2201896,0.16665703,0.27104953,0.20895636
0.17042032,0.21423517,0.09544512,0.22495992,0.29493946
0.16087274,0.06695133,0.33061883,0.27137217,0.17018494
0.14464149,0.18425973,0.27310637,0.22698855,0.17100391
0.18580751,0.04064925,0.22624795,0.13891517,0.40838012
0.31866202,0.07027808,0.11920044,0.048999935,0.44285953
0.24587938,0.059103,0.19513763,0.12886839,0.37101158
0.25843334,0.21762761,0.2955681,0.020871257,0.20749968
0.1602086,0.14672932,0.32309553,0.16511935,0.20484726
0.25784263,0.2447338,0.28207046,0.092521116,0.122832015
0.081142575,0.087094866,0.031074366,0.6521486,0.14853957
0.2830452,0.14521049,0.20093372,0.083510816,0.28729978
0.26872396,0.14839368,0.16152413,0.2563946,0.16496359
0.11392034,0.083057776,0.25258794,0.17727675,0.3731572
0.26590595,0.14257416,0.25359616,0.13030462,0.2076191
0.15895173,0.2807122,0.30374882,0.04873373,0.20785351
0.21364877,0.21925326,0.16306163,0.2762037,0.1278326
0.1616791,0.06278918,0.37939847,0.16413762,0.23199569
0.131713,0.23487104,0.040281642,0.5304576,0.06267676
0.3121317,0.24556878,0.26736346,0.064268425,0.11066765
0.20042805,0.059183307,0.18808907,0.32366878,0.22863075
0.3646885,0.08338481,0.15191346,0.19478676,0.20522648
0.18330072,0.087026216,0.17277877,0.23006846,0.32682586
0.26048514,0.0936648,0.26490915,0.21000904,0.17093188
0.082837775,0.27743068,0.31070256,0.1800421,0.14898689
0.2151411,0.042736407,0.2852952,0.27814007,0.17868723
0.2648152,0.23765078,0.13835107,0.24925178,0.109931186
0.27944365,0.21316108,0.3321941,0.08450867,0.09069245
0.27702162,0.19154677,0.25950703,0.05465306,0.21727149
0.11510106,0.22739041,0.24850827,0.13804208,0.27095816
0.20624909,0.19003908,0.32898784,0.032679882,0.24204408
0.17639884,0.30423445,0.17940988,0.18577114,0.1541857
0.17651658,0.1798373,0.30861154,0.03711744,0.29791716
0.19492595,0.3500152,0.2191407,0.15677883,0.079139374
0.10895967,0.3004805,0.15394287,0.16946135,0.26715565
0.2844341,0.046891168,0.27411643,0.09721385,0.29734445
0.12478664,0.2490667,0.17270635,0.21522312,0.23821713
0.28494203,0.06974576,0.264456,0.1994771,0.18137908
0.2942124,0.05786262,0.32119486,0.095574744,0.2311554
0.1837028,0.20987053,0.25248536,0.1561882,0.19775318
0.12919597,0.024234597,0.09540674,0.41977486,0.33138785
0.27581477,0.047560226,0.2690548,0.15918556,0.24838455
0.16215506,0.28199732,0.13256319,0.29896396,0.12432046
0.19306737,0.39149725,0.19786304,0.04733553,0.1702368
0.27749175,0.033186052,0.17229581,0.36487275,0.15215364
0.24542883,0.060567945,0.2162453,0.1904741,0.2872839
0.2505005,0.27178705,0.27509,0.031471383,0.17115106
0.16377476,0.39491948,0.091702424,0.2704415,0.07916187
0.17004135,0.17006919,0.08917418,0.23195761,0.33875766
0.3467075,0.05317591,0.15400046,0.20746821,0.23864786
0.15699153,0.38551113,0.06582941,0.30240232,0.08926566
0.27025703,0.19923913,0.19135281,0.078328855,0.26082224
0.40439036,0.16874169,0.2603955,0.03064287,0.13582958
0.092295535,0.3191043,0.40189523,0.11806814,0.06863684
0.15247777,0.095404305,0.30120626,0.27603686,0.17487475
0.21855801,0.19107944,0.27828944,0.09402534,0.21804781
0.122996606,0.36574423,0.17697342,0.26947656,0.06480917
0.25206515,0.192747,0.21827778,0.14995036,0.18695971
0.15688714,0.045132495,0.21647023,0.300755,0.28075507
0.44018975,0.08649853,0.12185823,0.053936645,0.2975169
0.18781598,0.14952913,0.23218656,0.24541134,0.18505697
0.34056884,0.27494,0.073757894,0.25797227,0.05276094
0.18109015,0.048940368,0.27439055,0.30005187,0.19552706
0.1008778,0.16972508,0.43675363,0.24100299,0.05164055
0.21846256,0.30971572,0.19287066,0.15372255,0.12522854
0.19521454,0.299134,0.2004799,0.114058085,0.1911135
0.24165536,0.27065432,0.088768125,0.16682324,0.23209892
0.16897988,0.28448895,0.19408077,0.13801904,0.21443132
0.2120908,0.098611385,0.36972582,0.027370594,0.29220143
0.2714554,0.18721658,0.22954613,0.18862669,0.12315512
0.16471687,0.05000471,0.23859313,0.29117295,0.2555123
0.24583296,0.2283062,0.29978457,0.038217075,0.1878592
0.2946002,0.18237004,0.18804297,0.03430304,0.30068374
0.35397905,0.03312023,0.15429464,0.23609984,0.22250617
0.27343154,0.20991312,0.21709472,0.17405954,0.12550113
0.15705584,0.21403736,0.25859585,0.064641535,0.30566946
0.2394967,0.1141473,0.26847976,0.3455953,0.03228096
0.23132835,0.20185308,0.17646927,0.22258279,0.1677665
0.1803972,0.31599364,0.25420523,0.03548047,0.21392344
0.3011985,0.32782444,0.14572412,0.052502044,0.17275085
0.12950331,0.3716961,0.18345891,0.23332733,0.082014345
0.098480746,0.14486109,0.18201385,0.30996037,0.26468393
0.18128316,0.26367754,0.08952212,0.25073132,0.2147858
0.07384557,0.32621083,0.1870261,0.35750553,0.055411994
0.08869489,0.44608018,0.31537473,0.10098932,0.04886088
0.14251927,0.23419273,0.31882897,0.18948814,0.11497091
0.32667902,0.18077683,0.075400844,0.22928879,0.18785453
0.15251617,0.109217614,0.31901214,0.15808123,0.26117286
0.108825736,0.2670826,0.20159875,0.2321857,0.19030724
0.3740167,0.036318686,0.11871942,0.2826484,0.18829682
0.3282219,0.19258662,0.22143783,0.07977746,0.17797627
0.1616343,0.25209045,0.25180745,0.19686617,0.13760166
0.27194405,0.089752786,0.10410483,0.19172156,0.34247676
0.16145694,0.26326558,0.36764842,0.09254135,0.11508775
0.36249718,0.11448465,0.17751922,0.16536385,0.18013512
0.108899884,0.26906225,0.13387509,0.2316297,0.25653306
0.18709694,0.22384101,0.096113764,0.21457674,0.27837157
0.3296008,0.12931252,0.120143086,0.2886232,0.13232036
0.12967254,0.17525432,0.26558897,0.2831126,0.14637159
0.32404944,0.22873506,0.11602062,0.14702548,0.18416938
0.19776495,0.23500173,0.30983028,0.036149498,0.22125356
0.20490915,0.14110903,0.20046903,0.20589566,0.24761711
0.26437652,0.05717847,0.31284624,0.20963345,0.15596534
0.26159883,0.07050218,0.20394738,0.23043147,0.23352015
0.1977936,0.087205686,0.08654055,0.4091093,0.21935092
0.2173126,0.10728939,0.12130343,0.22246002,0.33163455
0.33698818,0.18457735,0.12321491,0.084588856,0.2706307
0.21051493,0.06965386,0.17613453,0.24501632,0.29868042
0.19259715,0.12788767,0.29507065,0.156137,0.22830752
0.13031064,0.28305072,0.26154664,0.2375004,0.0875916
0.37425712,0.06043769,0.10168595,0.2092449,0.25437436
0.18168366,0.20047058,0.2525887,0.11867115,0.24658594
0.06909121,0.08919098,0.30010846,0.24738958,0.29421976
0.21223594,0.30161223,0.118123256,0.14355709,0.22447143
0.36140305,0.06466145,0.17345168,0.039605353,0.3608785
0.2122718,0.16361806,0.18716119,0.26905316,0.16789575
0.32268426,0.06433219,0.072339796,0.310385,0.23025875
0.17449957,0.12362506,0.26211274,0.13353722,0.30622542
0.27930143,0.37187904,0.06613179,0.04139483,0.24129295
0.26294318,0.18922056,0.06601813,0.23396204,0.24785611
0.2559854,0.10649115,0.09676026,0.21078354,0.32997963
0.2838545,0.23023558,0.16610101,0.20488673,0.11492214
0.15582964,0.32904834,0.07529429,0.25443894,0.18538888
0.31242844,0.056748457,0.32252422,0.04732134,0.26097754
0.40922394,0.028065631,0.1674314,0.06755949,0.3277195
0.11406044,0.3220575,0.20625998,0.06558331,0.29203874
0.40115798,0.070494056,0.13988991,0.08920209,0.2992559
0.13247903,0.30970946,0.2549118,0.11115043,0.19174927
0.11303238,0.44857815,0.0653852,0.18396758,0.18903673
0.36574322,0.053889673,0.18371838,0.07926354,0.3173852
0.1301107,0.1413906,0.2146348,0.28734684,0.22651705
0.26622993,0.13469765,0.25909197,0.035678074,0.30430245
0.36217496,0.19483814,0.28474897,0.048128765,0.11010915
0.2923366,0.27183357,0.23986693,0.05509836,0.14086454
0.123416595,0.34999964,0.23907782,0.21964538,0.06786049
0.068386644,0.33789483,0.29412997,0.09060048,0.20898813
0.2947649,0.21040562,0.16049111,0.051936295,0.28240204
0.34205636,0.10372368,0.07806235,0.21343444,0.26272312
0.19246586,0.18837273,0.2914775,0.09671485,0.23096907
0.045879245,0.34676293,0.2692119,0.07041447,0.26773146
0.21983635,0.32327098,0.2689842,0.082642816,0.10526568
0.12139165,0.04870191,0.31467125,0.388999,0.12623623
0.2394633,0.18422711,0.13534439,0.22750479,0.21346037
0.24896577,0.11141821,0.062496282,0.32031444,0.25680533
0.16610037,0.22539297,0.14995016,0.19299115,0.2655653
0.14214715,0.074837245,0.28493887,0.221578,0.2764987
0.22528471,0.15384383,0.354438,0.10604135,0.16039203
0.16767459,0.16005138,0.095695496,0.45531684,0.1212617
0.14419086,0.17790699,0.4611508,0.08406172,0.13268967
0.14907038,0.12285344,0.2801061,0.32910785,0.11886218
0.3503806,0.13601124,0.26030844,0.16115066,0.092149064
0.1871485,0.14425229,0.26618063,0.16372518,0.23869343
0.28782034,0.120586246,0.13865231,0.120146506,0.33279458
0.07218046,0.24340254,0.32953325,0.25448835,0.10039538
0.3611214,0.097212404,0.18903586,0.056590393,0.29604
0.12050378,0.14351004,0.19304036,0.25495726,0.2879885
0.09777286,0.70184964,0.068114534,0.04163315,0.09062989
0.17396875,0.18833007,0.34732974,0.054919813,0.23545167
0.26417193,0.1438246,0.19264121,0.28112215,0.11824013
0.38101467,0.12897289,0.22715774,0.07385186,0.18900286
0.19359963,0.35460067,0.118319765,0.20555218,0.12792777
0.2820401,0.16596447,0.38740066,0.11321087,0.051383853
0.085558645,0.07833305,0.23277082,0.30213922,0.3011983
0.21079656,0.32335842,0.0851725,0.29985023,0.08082237
0.13056107,0.09646167,0.16326888,0.33139446,0.27831393
0.18652521,0.18197082,0.25141713,0.24880351,0.13128333
0.08353504,0.20386481,0.13848811,0.49119905,0.082912974
0.28422475,0.25217417,0.14887327,0.045130853,0.2695969
0.3881144,0.060527343,0.13086157,0.15811837,0.2623783
0.31820664,0.036159724,0.28553024,0.0875879,0.27251548
0.19129427,0.21512271,0.24561328,0.1140619,0.23390779
0.24472243,0.09514313,0.15039611,0.25141624,0.25832203
0.25993153,0.08199437,0.2378159,0.032305878,0.38795236
0.36916712,0.13198133,0.06449369,0.36756697,0.06679092
0.08041792,0.029505055,0.5511744,0.116457775,0.22244483
0.14048831,0.24976757,0.18571495,0.08462701,0.33940217
0.26544282,0.22531061,0.09457703,0.26401508,0.15065452
0.12776755,0.26241472,0.13817495,0.22543107,0.24621171
0.18489894,0.15440175,0.2627409,0.07726233,0.32069606
0.13301183,0.252081,0.18097371,0.10276025,0.33117324
0.14038047,0.21202096,0.17858715,0.12408568,0.3449258
0.4481482,0.07941356,0.040185355,0.026283687,0.40596917
0.06562241,0.35476774,0.29499522,0.14550653,0.13910809
0.26890317,0.1537897,0.119443476,0.387035,0.0708287
0.25974706,0.13563713,0.0867009,0.16748662,0.35042828
0.2630729,0.086594515,0.07966598,0.29551357,0.27515304
0.17710724,0.2135383,0.09367597,0.41055775,0.10512075
0.27300867,0.11933737,0.25672925,0.114198536,0.23672615
0.12719777,0.24602056,0.21510546,0.1912695,0.22040671
0.07946123,0.13923982,0.229465,0.19572745,0.35610655
0.15871589,0.083979994,0.20466658,0.28070244,0.2719351
0.10284896,0.27871892,0.33580336,0.14696117,0.1356676
0.27473664,0.03249804,0.091617234,0.17834023,0.42280787
0.3046049,0.3136957,0.07937136,0.11822821,0.18409982
0.27301905,0.16810437,0.28391933,0.16757238,0.10738482
0.4275966,0.041079957,0.057620488,0.22747225,0.24623069
0.12858625,0.28723758,0.10454468,0.2034385,0.276193
0.2966307,0.13820466,0.18062252,0.17291182,0.21163034
0.29227236,0.2485481,0.1666684,0.20374194,0.088769235
0.28732863,0.12824662,0.39992547,0.05929432,0.125205
0.26459986,0.2784331,0.09385186,0.25870392,0.10441127
0.28731367,0.117255166,0.057353243,0.42921865,0.108859316
0.18732122,0.35789466,0.10428152,0.05605516,0.2944474
0.14785945,0.20750873,0.21313111,0.23023272,0.20126794
0.17106554,0.30750048,0.086217955,0.23543808,0.19977796
0.14908202,0.06707429,0.16363852,0.29852587,0.3216793
0.21223651,0.26659524,0.17362355,0.17707081,0.17047387
0.24655816,0.27008364,0.28273642,0.11901915,0.08160259
0.26714328,0.22314279,0.1978573,0.15985666,0.15199998
0.14543512,0.24036355,0.12111485,0.32171226,0.1713742
0.22288805,0.13319187,0.11419991,0.24870887,0.28101122
0.20522653,0.24296004,0.23568426,0.06660381,0.24952544
0.31392056,0.13555273,0.2363394,0.2490632,0.06512412
0.20208478,0.11873766,0.045449678,0.33050364,0.3032242
0.08514203,0.20902105,0.29849163,0.30155098,0.105794236
0.15965301,0.16487837,0.29254392,0.23572317,0.14720151
0.23949797,0.35365257,0.09225867,0.15360636,0.16098435
0.11640831,0.06256588,0.04951088,0.43755645,0.3339585
0.13747789,0.25887877,0.23356068,0.10354608,0.26653653
0.18939167,0.07025359,0.27084938,0.34881967,0.12068564
0.20130937,0.1965027,0.28724778,0.15269817,0.16224201
0.060068745,0.1760021,0.19738147,0.39548364,0.17106405
0.16549769,0.22770502,0.22639386,0.14682849,0.23357496
0.15938905,0.14260726,0.28047106,0.13376649,0.28376612
0.17047064,0.18303393,0.15296638,0.32505703,0.1684721
0.32905808,0.2538376,0.22654729,0.13735479,0.053202238
0.13278292,0.22933297,0.12075258,0.31772533,0.19940627
0.14035146,0.27859208,0.20593771,0.15424776,0.22087096
0.10393996,0.0801239,0.39760515,0.23645705,0.18187392
0.08948687,0.38274655,0.35577238,0.07904979,0.09294442
0.24351905,0.32334355,0.17830516,0.112243965,0.14258823
0.24931125,0.1806895,0.21472926,0.09563089,0.25963905
0.2929872,0.074913144,0.14027134,0.25173858,0.24008974
0.3464307,0.25219122,0.13157281,0.21974008,0.05006521
0.25805795,0.3119073,0.20604578,0.10784106,0.11614789
0.2061126,0.34225097,0.2648982,0.024490353,0.16224788
0.13047579,0.34183392,0.16224067,0.20525526,0.1601944
0.29401612,0.10066454,0.2877113,0.07382816,0.2437799
0.13480769,0.29702234,0.07822281,0.2992073,0.19073988
0.17557652,0.09240447,0.13975646,0.23427773,0.3579848
0.2655686,0.13946325,0.089448474,0.19850318,0.3070165
0.18698105,0.3441282,0.082867265,0.199409,0.18661454
0.1570111,0.1687188,0.14647551,0.3064558,0.22133876
0.18924193,0.21124528,0.20235337,0.23055916,0.16660027
0.26775435,0.120643444,0.15400587,0.33162278,0.1259736
0.1530923,0.31203088,0.2994196,0.06085341,0.17460382
0.25889057,0.13525866,0.23434624,0.23026037,0.1412442
0.12802109,0.24076673,0.08265553,0.27318716,0.27536952
0.18575235,0.2558038,0.13484007,0.22171183,0.20189194
0.253581,0.31006697,0.06478037,0.18401183,0.18755984
0.45464152,0.0691456,0.19518453,0.06423573,0.21679264
0.15253977,0.26386067,0.22961636,0.08772242,0.2662608
0.14716613,0.18877852,0.37970147,0.10789296,0.17646097
0.2044275,0.3350562,0.17117143,0.081415415,0.20792948
0.11123828,0.07869786,0.22675753,0.2769154,0.3063909
0.22657274,0.1338335,0.10870558,0.43167192,0.0992163
0.24080613,0.4296123,0.10884362,0.030759363,0.18997858
0.27814776,0.08278534,0.10183011,0.25063232,0.28660446
0.2581894,0.20627552,0.16309886,0.1175145,0.2549217
0.26768854,0.099587366,0.22416542,0.18485674,0.22370192
0.2571407,0.074919164,0.06520797,0.3693201,0.23341212
0.17134894,0.24559782,0.30465308,0.10689093,0.17150919
0.12065043,0.28849283,0.14688672,0.30130136,0.14266871
0.2454087,0.2423421,0.0559267,0.17806847,0.278254
0.17922331,0.35465482,0.2420972,0.06056674,0.16345793
0.29501405,0.08550762,0.059798203,0.2615104,0.29816967
0.23911607,0.31448585,0.20719284,0.05034254,0.18886274
0.14464666,0.19720672,0.062686615,0.37960416,0.21585582
0.07671721,0.24610269,0.2741869,0.28621286,0.11678027
0.12745242,0.20250383,0.1894727,0.2813318,0.1992392
0.39105278,0.15190731,0.34988907,0.030684242,0.07646663
0.2840761,0.06087847,0.15925036,0.2769856,0.21880949
0.19915995,0.12581919,0.39721006,0.031908464,0.24590234
0.24204732,0.17844225,0.06648731,0.3509673,0.16205582
0.30272058,0.09300917,0.30831453,0.18494222,0.11101347
0.26797375,0.33908355,0.24117418,0.07689851,0.074870035
0.2767628,0.11810189,0.11618459,0.42167905,0.06727167
0.15768924,0.08508085,0.08090617,0.41280973,0.263514
0.24180405,0.20448366,0.11915823,0.24117862,0.19337541
0.39706194,0.026985537,0.10143311,0.2966586,0.1778608
0.0794575,0.21672176,0.27074087,0.27687404,0.15620583
0.16923071,0.059345163,0.117653586,0.35541576,0.2983548
0.33469832,0.057414055,0.22856373,0.28725436,0.092069566
0.15729825,0.16650376,0.19180247,0.2500009,0.23439461
0.29887423,0.034395352,0.16892967,0.18745524,0.31034556
0.3299446,0.037936382,0.10744582,0.22592118,0.298752
0.117968895,0.29211304,0.31063852,0.04926643,0.23001316
0.29591,0.036390714,0.2829584,0.21114774,0.17359309
0.18470821,0.027283248,0.15428235,0.08524497,0.5484813
0.2612113,0.26841393,0.16806556,0.091836855,0.21047236
0.20644368,0.23833135,0.16956522,0.30224222,0.08341759
0.069334455,0.23900186,0.28507158,0.20003338,0.20655866
0.2720791,0.03992096,0.26942083,0.18340078,0.23517835
0.25469816,0.32250106,0.12420782,0.10205903,0.19653395
0.24008274,0.2655614,0.20132707,0.11581443,0.17721434
0.31533197,0.095431715,0.08998409,0.26100436,0.2382479
0.45634368,0.11768859,0.17433664,0.049161844,0.20246929
0.18501993,0.1499288,0.2828222,0.23862705,0.14360204
0.18821585,0.1111377,0.120326206,0.22582293,0.35449728
0.3343903,0.22015919,0.21434218,0.08004009,0.15106826
0.13665907,0.091633916,0.22318105,0.4560007,0.09252527
0.18733269,0.11250193,0.14861403,0.32419124,0.22736008
0.22159484,0.15270387,0.21172556,0.30825216,0.10572357
0.1463582,0.12538625,0.21442592,0.12078964,0.39304
0.30163375,0.2746287,0.0914791,0.11109202,0.22116648
0.25118133,0.09465247,0.04946007,0.38140723,0.22329892
0.091575645,0.07529924,0.24161895,0.2567554,0.33475077
0.15869793,0.36305147,0.30588824,0.10688656,0.06547577
0.08010771,0.07515249,0.29933882,0.21077779,0.33462316
0.26533547,0.049407225,0.25667548,0.28176787,0.14681396
0.32944277,0.2899111,0.22039782,0.080850214,0.07939805
0.10894651,0.4162464,0.3903739,0.052406024,0.032027196
0.3572041,0.11854722,0.22587997,0.050092265,0.24827641
0.080480695,0.15609203,0.26949212,0.42714638,0.06678881
0.16780455,0.065119706,0.39633578,0.29330674,0.07743322
0.2596726,0.39101976,0.063719034,0.12115295,0.16443563
0.18255149,0.0927868,0.29463112,0.14042433,0.28960627
0.37730318,0.24984202,0.23144698,0.033783473,0.10762433
0.24800938,0.18408892,0.3013854,0.03569997,0.23081638
0.15491435,0.24380973,0.25730905,0.19061422,0.15335263
0.45233038,0.17660801,0.1716848,0.06461605,0.13476071
0.17186631,0.20667256,0.24790074,0.18495436,0.18860598
0.22870599,0.2650474,0.18244702,0.06999848,0.25380114
0.14797746,0.32127273,0.2646792,0.1273218,0.13874887
0.077932686,0.23871033,0.35310858,0.21447726,0.11577116
0.2941498,0.28930944,0.13973038,0.044490926,0.23231949
0.30704927,0.100878395,0.2838236,0.16398646,0.14426224
0.18256968,0.17953332,0.2570222,0.18384193,0.19703287
0.2241335,0.088863656,0.31727472,0.13211717,0.23761095
0.26366526,0.29818016,0.27710295,0.05096016,0.1100915
0.15871966,0.097038895,0.3691203,0.12360645,0.25151473
0.17404947,0.33415663,0.21494927,0.19150858,0.085336104
0.16203474,0.12260808,0.2637795,0.18722884,0.2643488
0.25632557,0.20843913,0.21118514,0.15699834,0.16705188
0.20103958,0.29937908,0.23859672,0.16635397,0.094630614
0.09384456,0.21785916,0.26066706,0.2422535,0.18537569
0.1850604,0.25474495,0.21784408,0.23070791,0.11164272
0.22697435,0.10134226,0.2467871,0.27384567,0.15105064
0.19165719,0.06666244,0.31127143,0.097229406,0.3331795
0.22112046,0.17077793,0.20834671,0.15778601,0.24196883
0.13004121,0.24688032,0.25549942,0.13498896,0.23259012
0.18268687,0.16632695,0.26851547,0.20334785,0.17912285
0.11660918,0.088226765,0.31479007,0.17051342,0.3098605
0.29082713,0.2597445,0.14321917,0.116259284,0.18994997
0.23375025,0.35952958,0.09861513,0.22661483,0.08149018
0.21128377,0.3413423,0.16369323,0.18715413,0.09652656
0.30740198,0.24038458,0.19079506,0.11967258,0.14174578
0.16089015,0.09107129,0.33555377,0.35786077,0.054624062
0.3224984,0.02090857,0.081084505,0.41959015,0.15591836
0.18063754,0.22990334,0.24433394,0.27356502,0.07156016
0.25402868,0.23704459,0.14205235,0.08565224,0.28122213
0.058712166,0.28848526,0.33253518,0.22992297,0.09034442
0.09324742,0.025357788,0.43511382,0.198779,0.24750198
0.31993014,0.11584515,0.08502016,0.27627364,0.20293093
0.25954145,0.114170425,0.28793666,0.16504063,0.1733108
0.3325461,0.07140846,0.16429456,0.35142866,0.080322236
0.12514815,0.21651234,0.33598706,0.1243773,0.1979752
0.30908257,0.09963967,0.3055215,0.035761207,0.24999502
0.27245176,0.1814689,0.18728404,0.26664868,0.09214658
0.15641783,0.045119725,0.07674981,0.36286068,0.35885197
0.32133213,0.061154228,0.18833254,0.12824358,0.30093753
0.13199683,0.3024056,0.10889526,0.2513112,0.20539111
0.25987765,0.16621089,0.25702995,0.025688598,0.29119298
0.21993083,0.1310891,0.12950093,0.32123557,0.19824356
0.13653249,0.2967693,0.29425338,0.13177857,0.1406663
0.18571611,0.106267035,0.2989648,0.07648952,0.33256254
0.28762266,0.19556591,0.29359096,0.07486144,0.148359
0.09237296,0.24706784,0.27160808,0.35655278,0.032398358
0.19091609,0.209748,0.30239397,0.07664774,0.22029422
0.2063065,0.31369263,0.16015829,0.17558509,0.14425749
0.25541055,0.06614968,0.22695825,0.31218883,0.13929263
0.29696932,0.1387221,0.1308354,0.11101897,0.3224542
0.2655914,0.25441247,0.24683087,0.11900887,0.11415636
0.25577566,0.07513363,0.07252576,0.27462527,0.32193974
0.18552786,0.12686518,0.14864682,0.3540846,0.18487552
0.14626867,0.3166555,0.2619654,0.21210194,0.06300853
0.17768936,0.22216606,0.25274372,0.07737249,0.27002844
0.27406546,0.10267375,0.13225372,0.2900292,0.20097785
0.22438,0.1165561,0.28507888,0.061130352,0.3128547
0.14494099,0.13410695,0.071383506,0.41261685,0.23695172
0.21134736,0.31360444,0.20194188,0.05426971,0.21883664
0.06962092,0.27150583,0.2225856,0.4007553,0.035532404
0.17136341,0.3490183,0.3664744,0.0468281,0.06631585
0.18025213,0.24335979,0.19639406,0.27210197,0.107892066
0.24896182,0.14645557,0.09909865,0.24780439,0.2576796
0.17324232,0.24440223,0.11656425,0.23394483,0.23184632
0.2880549,0.28176317,0.21760717,0.080436915,0.13213782
0.14201215,0.20516278,0.27832192,0.15642774,0.2180754
0.071021825,0.22991727,0.17442974,0.27867436,0.24595685
0.16568877,0.20086963,0.1749903,0.15637198,0.3020793
0.321995,0.09739982,0.22808054,0.062616855,0.28990778
0.16354637,0.22557637,0.2364399,0.31307387,0.061363515
0.2333208,0.17503577,0.17365415,0.16337377,0.25461552
0.24290192,0.3078764,0.079047546,0.06450599,0.30566812
0.2894716,0.19373986,0.12441318,0.1581311,0.23424427
0.2893112,0.21935433,0.18356292,0.089371,0.21840055
0.25711077,0.071033366,0.20636061,0.048815846,0.41667947
0.07186628,0.3289782,0.2141181,0.2755747,0.10946267
0.21342105,0.15213186,0.21675591,0.16183089,0.25586033
0.13162488,0.06946436,0.25712177,0.29303506,0.24875396
0.23381859,0.24710535,0.25709853,0.078923345,0.18305424
0.32415736,0.06900168,0.09928981,0.27954817,0.22800301
0.14204751,0.041568764,0.26277363,0.22322574,0.3303844
0.24746816,0.31754255,0.19644128,0.121255614,0.11729246
0.4008971,0.10770197,0.10595025,0.21415615,0.17129458
0.12553848,0.07702937,0.35617307,0.38531706,0.05594204
0.13769425,0.24957408,0.12107209,0.34359622,0.14806336
0.40562865,0.14215636,0.031346753,0.3358198,0.08504836
0.25996733,0.31518805,0.042717896,0.2559082,0.12621853
0.24042746,0.09757257,0.25758368,0.27841824,0.12599802
0.15892258,0.25136477,0.08179369,0.38209656,0.12582241
0.29489902,0.04242532,0.07527571,0.4290618,0.15833817
0.19241823,0.053198043,0.23252872,0.22395831,0.29789668
0.20981967,0.2815112,0.15298733,0.114301935,0.24137987
0.19228403,0.22754699,0.26513976,0.10311542,0.21191381
0.13668543,0.033276558,0.25511003,0.31366044,0.26126754
0.19061087,0.24730438,0.2420463,0.13984741,0.180191
0.28886738,0.112844594,0.2181204,0.16278464,0.21738306
0.2501544,0.1105866,0.10455684,0.26196885,0.2727333
0.16163024,0.31322017,0.10180719,0.30639994,0.11694247
0.24070364,0.14586031,0.26062635,0.11703026,0.2357795
0.15712386,0.25696132,0.109609395,0.1829271,0.29337832
0.18683434,0.36363497,0.10831426,0.15893395,0.18228245
0.20103034,0.18938363,0.27927312,0.049838904,0.28047395
