Luminal_Macrophages,Type 2 alveolar,Fibroblasts,Dendritic cells
0.14465638,0.1945405,0.30792195,0.35288116
0.36755514,0.15174605,0.19038163,0.29031724
0.37140265,0.20247053,0.3054418,0.12068505
0.08769725,0.31490168,0.39816433,0.1992367
0.29492295,0.20768598,0.09710741,0.40028366
0.45070007,0.34747756,0.08699411,0.11482818
0.1645507,0.3765519,0.40879902,0.050098386
0.17792442,0.11205865,0.34587952,0.36413744
0.16973947,0.2923674,0.24144047,0.29645267
0.40447962,0.34407735,0.051189803,0.2002533
0.28947717,0.09987153,0.101192,0.5094593
0.035941683,0.40741926,0.32858774,0.22805132
0.32492313,0.09626912,0.41999802,0.15880975
0.27637413,0.06008468,0.4202948,0.24324644
0.4257308,0.18364362,0.05007528,0.34055027
0.23771034,0.09413358,0.115064435,0.55309165
0.3992589,0.24542482,0.10873826,0.24657801
0.23827673,0.32956666,0.17529733,0.25685927
0.23225641,0.41446826,0.26579162,0.0874837
0.35963017,0.08128075,0.29912427,0.2599648
0.12539269,0.31177738,0.1177944,0.44503552
0.07778848,0.7468593,0.059204224,0.11614793
0.31500262,0.1878754,0.23678443,0.26033756
0.29168108,0.1503815,0.3575487,0.20038868
0.38186467,0.04169185,0.15154047,0.42490298
0.05108428,0.45621398,0.055239126,0.4374626
0.34393322,0.30077615,0.23083349,0.12445713
0.41590813,0.27801245,0.20706715,0.09901231
0.18918641,0.21034236,0.2795939,0.3208773
0.21646379,0.20094863,0.5113281,0.0712595
0.1340968,0.36352307,0.33480537,0.16757473
0.205349,0.47603273,0.15958424,0.15903403
0.073414445,0.41809484,0.30291608,0.20557463
0.22540449,0.3112281,0.24232998,0.22103739
0.10903671,0.47003818,0.024364263,0.3965609
0.2721868,0.23878212,0.23284987,0.25618118
0.3943955,0.18930764,0.2360922,0.18020463
0.34141058,0.4192039,0.046448395,0.1929371
0.10503414,0.30312994,0.29551065,0.2963253
0.1289104,0.40268168,0.43494081,0.033467073
0.29568836,0.28673854,0.14507908,0.27249402
0.11892365,0.21607304,0.47941226,0.18559101
0.59478325,0.0837708,0.096393906,0.22505206
0.29682115,0.39134163,0.20090187,0.11093532
0.62982845,0.0945907,0.13557534,0.14000553
0.3162336,0.36229178,0.16149879,0.15997578
0.2698434,0.048138928,0.10302568,0.57899195
0.38131416,0.054791756,0.37974846,0.18414564
0.3407984,0.18321404,0.09552566,0.3804619
0.23201472,0.2207956,0.2933831,0.25380653
0.043240726,0.34199747,0.28877017,0.3259916
0.26327932,0.34450233,0.048430134,0.3437882
0.31048834,0.19902255,0.19383213,0.296657
0.47945493,0.04332732,0.13084601,0.34637177
0.1836422,0.37745747,0.055296343,0.38360408
0.06586312,0.3834147,0.3992803,0.15144184
0.4826902,0.09215885,0.061491046,0.3636599
0.11271445,0.044986416,0.60755736,0.23474179
0.13466984,0.4027543,0.15144487,0.31113094
0.14521873,0.552217,0.21159783,0.09096645
0.32609412,0.3981355,0.10633147,0.1694389
0.27666858,0.26906726,0.24059874,0.21366547
0.03922607,0.19735694,0.6978821,0.06553489
0.09591538,0.18479778,0.61682135,0.10246551
0.08066819,0.40511298,0.14780785,0.36641097
0.060615927,0.16664079,0.36874005,0.4040033
0.08676848,0.46825653,0.29594344,0.14903149
0.2655255,0.34955376,0.024316175,0.3606045
0.34955347,0.21421307,0.2984749,0.1377586
0.21079479,0.15567166,0.3296833,0.30385023
0.123711176,0.098473646,0.48903453,0.2887806
0.31631583,0.399665,0.043989047,0.24003008
0.114785984,0.41833946,0.25898504,0.20788957
0.49198937,0.13312003,0.060443528,0.3144471
0.09900908,0.38086328,0.31252396,0.20760368
0.31780264,0.19186889,0.28103584,0.20929267
0.34635222,0.3903126,0.1454002,0.11793496
0.31211528,0.2148285,0.37346867,0.09958755
0.043735553,0.3206933,0.27394465,0.36162645
0.14518796,0.5333109,0.05606678,0.26543432
0.31555197,0.4645268,0.18797585,0.031945385
0.16752514,0.28214535,0.21643125,0.33389828
0.32924455,0.18913184,0.09261527,0.38900834
0.05563633,0.099931136,0.6120111,0.23242153
0.059937898,0.35412943,0.26540315,0.32052946
0.2767543,0.29280666,0.20263661,0.22780243
0.20481126,0.27984345,0.4336019,0.08174343
0.20350605,0.38863447,0.16560817,0.24225134
0.18611099,0.28202012,0.19429854,0.33757034
0.1642584,0.16695501,0.3444455,0.32434103
0.22314847,0.5531563,0.026370302,0.19732496
0.2885137,0.3005427,0.31571424,0.095229335
0.37183753,0.021836927,0.3118111,0.29451442
0.3818337,0.028747613,0.2008715,0.38854718
0.21056168,0.25495836,0.1590268,0.37545314
0.37275064,0.028181726,0.4110572,0.18801048
0.41665605,0.021197641,0.39330947,0.1688368
0.07338835,0.27261883,0.34813985,0.305853
0.24675487,0.2543869,0.25447866,0.24437961
0.15648156,0.07887256,0.33369857,0.4309473
0.21799417,0.30346996,0.28983858,0.18869731
0.47974443,0.24799792,0.19646065,0.07579697
0.381597,0.085027315,0.2740663,0.25930938
0.18827644,0.25453654,0.29187503,0.26531202
0.29955855,0.3386135,0.15193045,0.20989749
0.3005986,0.19326846,0.1926823,0.31345066
0.35825062,0.04584472,0.4360185,0.15988615
0.07988787,0.20996302,0.3453308,0.3648183
0.36124495,0.049762405,0.39004526,0.19894737
0.44244188,0.19369292,0.11091284,0.2529523
0.07344074,0.06833961,0.72750485,0.13071477
0.46199614,0.26000932,0.045318637,0.23267588
0.1957692,0.23377734,0.27790266,0.2925508
0.08103267,0.301265,0.3465244,0.27117792
0.029352628,0.57613516,0.33723226,0.05727997
0.21939348,0.4011605,0.14564793,0.23379806
0.33241642,0.19056827,0.28256243,0.19445296
0.27711874,0.19781345,0.3644313,0.16063656
0.33069497,0.10514331,0.31154338,0.25261837
0.4320972,0.045494717,0.1917623,0.33064577
0.11206916,0.2952903,0.25848284,0.33415765
0.22391269,0.40429258,0.29925716,0.07253762
0.32735267,0.34575903,0.14865969,0.17822863
0.31658185,0.24438651,0.2022517,0.23677991
0.15830866,0.17590962,0.16379182,0.5019899
0.041997988,0.18921378,0.33601117,0.43277708
0.3488995,0.028793272,0.3347535,0.28755376
0.052098624,0.2938103,0.60775864,0.046332415
0.21597111,0.31196022,0.15325135,0.3188173
0.06277378,0.51452994,0.2977071,0.12498915
0.2564359,0.05565783,0.4496243,0.23828197
0.25172007,0.29310924,0.33276692,0.12240375
0.10071046,0.06793364,0.45247018,0.37888572
0.038014706,0.5326653,0.3386728,0.09064724
0.0783917,0.35495672,0.19883806,0.3678135
0.23971641,0.35823318,0.20043254,0.20161788
0.18209286,0.34675816,0.107234724,0.3639143
0.0735992,0.04768506,0.23554154,0.64317423
0.41039,0.062469166,0.35169917,0.17544167
0.195147,0.2763221,0.4078704,0.12066048
0.16156583,0.51243424,0.099152625,0.22684732
0.018230418,0.48617926,0.28316754,0.2124228
0.22120371,0.2095375,0.34306997,0.22618884
0.24500261,0.10016677,0.43214977,0.22268079
0.23152438,0.40055603,0.05013731,0.31778228
0.7575001,0.05369596,0.06461147,0.12419237
0.22668651,0.26446718,0.26018465,0.24866171
0.27579066,0.24641813,0.23761381,0.2401774
0.30274054,0.41171166,0.04972637,0.23582143
0.17006156,0.33965307,0.20665175,0.28363365
0.03964492,0.18530281,0.606484,0.16856833
0.34663698,0.14020096,0.47627333,0.03688864
0.39293817,0.509833,0.049766645,0.04746221
0.43238392,0.092714384,0.10895214,0.36594957
0.3456405,0.27750018,0.025590403,0.35126892
0.30382797,0.26123944,0.2350607,0.19987187
0.30124438,0.16284314,0.29588482,0.24002771
0.28227705,0.040940266,0.35407963,0.32270312
0.17269903,0.32696888,0.21214467,0.28818744
0.29716623,0.2683383,0.18508388,0.24941157
0.08918864,0.09335257,0.34889567,0.46856314
0.21878742,0.50102144,0.21657446,0.063616715
0.32764083,0.3735593,0.15566379,0.14313602
0.457544,0.11034716,0.23688316,0.1952257
0.12480819,0.13863946,0.4392037,0.29734862
0.19092889,0.37639397,0.35626054,0.07641658
0.28122675,0.24685428,0.3491942,0.12272475
0.2169552,0.3347493,0.21285923,0.23543628
0.39590868,0.29787543,0.09828694,0.207929
0.07104976,0.15585935,0.7065626,0.06652822
0.3958996,0.2580142,0.10200756,0.24407864
0.10071598,0.20521675,0.24674915,0.44731814
0.13002501,0.27473414,0.44009304,0.15514788
0.46899888,0.3660575,0.050192107,0.11475149
0.3316743,0.08779726,0.4913408,0.08918765
0.15009767,0.39471367,0.16498706,0.29020166
0.3043024,0.25774488,0.39083833,0.04711439
0.26099527,0.30294168,0.24642475,0.18963832
0.33755797,0.046604604,0.34126106,0.27457637
0.07978455,0.14055623,0.3862943,0.39336494
0.094421834,0.047770526,0.3184866,0.5393211
0.463658,0.19776314,0.08728922,0.25128955
0.3369707,0.19115622,0.15075171,0.32112136
0.45682377,0.056044202,0.3969042,0.09022779
0.11893021,0.09496647,0.67828345,0.10781988
0.32271153,0.280583,0.10876829,0.2879372
0.3010594,0.27236894,0.26000372,0.16656795
0.21287134,0.056863952,0.46422485,0.26603988
0.30591416,0.258878,0.1615212,0.27368668
0.26898465,0.29511464,0.10565114,0.33024958
0.24790893,0.3102699,0.20581098,0.23601025
0.18781832,0.04951102,0.29483312,0.46783754
0.24863903,0.5950322,0.023204321,0.13312447
0.39073637,0.06830124,0.15951452,0.3814479
0.1433326,0.5521589,0.059696715,0.24481182
0.16869634,0.61256576,0.054480754,0.16425715
0.30986473,0.56073713,0.024105843,0.10529228
0.35070786,0.19202754,0.04950057,0.407764
0.09010451,0.28682005,0.4826838,0.14039163
0.6035259,0.12847282,0.055064913,0.21293636
0.10423805,0.10851326,0.33990738,0.44734138
0.5136609,0.23970053,0.04840792,0.19823065
0.15458441,0.29417002,0.13603348,0.4152121
0.10806629,0.20258287,0.36356702,0.32578385
0.10691478,0.24249215,0.47239482,0.17819816
0.15556854,0.33158132,0.45006236,0.06278771
0.32422143,0.26304865,0.19260767,0.22012228
0.2557969,0.35395235,0.24682027,0.14343047
0.21718912,0.21476376,0.3495924,0.21845467
0.23893069,0.04932687,0.40343466,0.3083078
0.21843322,0.3473288,0.15249813,0.28173977
0.4651124,0.20725228,0.25110307,0.07653224
0.27499464,0.23828112,0.25063106,0.23609321
0.5690434,0.1390523,0.20661037,0.085293956
0.15100464,0.32450724,0.33990005,0.18458806
0.3493407,0.40574345,0.19553669,0.04937917
0.14680229,0.25547436,0.31362626,0.2840971
0.079844095,0.4250053,0.30908674,0.18606395
0.24747023,0.21726443,0.2917926,0.24347275
0.3116376,0.14428857,0.3067065,0.23736733
0.16217215,0.6008261,0.19971345,0.037288286
0.41571322,0.432247,0.086019635,0.06602013
0.36888596,0.14132494,0.05798433,0.4318048
0.118479095,0.26002517,0.32124898,0.30024675
0.20406874,0.529226,0.058053833,0.20865145
0.33338505,0.04912974,0.15933953,0.45814574
0.26493734,0.11112484,0.2993456,0.3245922
0.3267841,0.07606747,0.37664524,0.22050323
0.28660873,0.16499223,0.34369636,0.20470275
0.2960694,0.40635404,0.24588214,0.05169437
0.2692218,0.3137763,0.23959923,0.1774027
0.03130311,0.33633414,0.28627658,0.34608617
0.3294277,0.15444905,0.34418377,0.17193948
0.22898485,0.3279734,0.09865617,0.34438556
0.32729277,0.06221219,0.3067988,0.30369627
0.39898118,0.4784535,0.06613925,0.05642605
0.1820379,0.16252145,0.35989967,0.29554093
0.41211686,0.029140873,0.27310005,0.28564224
0.24145234,0.13278426,0.32202998,0.30373344
0.27532813,0.39540467,0.23544613,0.093821086
0.2796209,0.2624413,0.25545567,0.20248216
0.1766083,0.2306171,0.105935864,0.48683867
0.36193094,0.02345433,0.2964363,0.3181785
0.08498589,0.24848472,0.15820295,0.5083264
0.08430932,0.56412345,0.11336771,0.23819949
0.11563179,0.052496497,0.3064458,0.52542585
0.26822323,0.5249467,0.15416259,0.052667454
0.3669997,0.39835045,0.14457679,0.09007311
0.3182474,0.19508864,0.2535189,0.23314506
0.2555371,0.20919156,0.40741527,0.12785609
0.16659604,0.36283308,0.1940899,0.27648094
0.4813061,0.09863079,0.13254142,0.2875217
0.27801308,0.21040097,0.3758542,0.13573171
0.633272,0.08172507,0.091340594,0.19366233
0.2152753,0.31560543,0.13890971,0.3302095
0.31166512,0.352223,0.09236528,0.24374656
0.23500726,0.26117155,0.23546728,0.26835394
0.13867117,0.095807865,0.39601266,0.36950836
0.62640584,0.2080549,0.023441905,0.1420973
0.25243312,0.15277442,0.35817945,0.23661296
0.09027809,0.39710438,0.13779408,0.37482342
0.32686627,0.19579837,0.2545724,0.222763
0.13494994,0.39812207,0.39396074,0.07296722
0.29346317,0.47539526,0.1325265,0.098615095
0.42100495,0.3091203,0.05887044,0.2110044
0.23331825,0.24838115,0.05079682,0.46750373
0.37063557,0.15370703,0.097669594,0.37798777
0.11791651,0.20562692,0.38018683,0.29626977
0.26992813,0.110634595,0.32233527,0.29710206
0.3172126,0.25048497,0.35441476,0.07788768
0.17964146,0.3352307,0.45043704,0.034690816
0.1192688,0.14572297,0.49677882,0.23822941
0.12227564,0.3309222,0.3683104,0.17849176
0.24873306,0.30813032,0.19474278,0.24839379
0.30392194,0.1894062,0.222273,0.28439882
0.11906061,0.43412676,0.026331933,0.42048067
0.39584675,0.14628942,0.38565716,0.072206706
0.4050512,0.5050613,0.050868195,0.03901924
0.37387577,0.29942515,0.2080125,0.11868658
0.3246031,0.04645058,0.41232407,0.21662223
0.30429202,0.37367693,0.11035111,0.2116799
0.21901663,0.021750553,0.39712808,0.36210477
0.23173317,0.0474868,0.4962083,0.22457173
0.3299034,0.25183904,0.10839725,0.30986032
0.44424945,0.33178335,0.058170922,0.16579624
0.054168303,0.4605935,0.4264335,0.058804728
0.25189406,0.051745612,0.42031804,0.27604237
0.31885028,0.09273079,0.29857904,0.2898399
0.1926435,0.09882212,0.39262807,0.3159063
0.23991874,0.51272815,0.101970084,0.14538299
0.25740686,0.2574041,0.2866382,0.19855082
0.12610026,0.24655697,0.31785837,0.30948442
0.34931517,0.3444826,0.055330683,0.25087154
0.32418603,0.29491654,0.113660514,0.2672369
0.5601277,0.09464186,0.19142799,0.15380247
0.07258322,0.77452105,0.09740797,0.05548777
0.38206384,0.22090411,0.32520518,0.07182687
0.33119702,0.048379213,0.38615543,0.2342684
0.16512017,0.12423793,0.507933,0.20270887
0.24077861,0.31465074,0.3861079,0.05846271
0.45832565,0.41409445,0.054482743,0.07309715
0.022449022,0.7089964,0.22207817,0.046476394
0.3721162,0.09562433,0.24328381,0.28897572
0.34513184,0.3104068,0.20185706,0.14260429
0.22941776,0.2411724,0.20540558,0.32400432
0.3033818,0.21856979,0.14763342,0.33041495
0.19820201,0.36781782,0.19402583,0.23995438
0.031937238,0.44545886,0.092937335,0.42966658
0.13491507,0.023875926,0.44844064,0.39276844
0.4363989,0.30059856,0.09271067,0.17029183
0.0882722,0.35447,0.25666967,0.3005881
0.12795465,0.40766063,0.3483473,0.116037436
0.045534577,0.29660723,0.4900263,0.16783197
0.14782976,0.43273613,0.20059484,0.2188393
0.20440173,0.26508707,0.23232739,0.29818377
0.40993685,0.17178534,0.046651695,0.37162617
0.07149611,0.50354743,0.3001677,0.12478878
0.38698474,0.42031065,0.09391952,0.098785065
0.39125738,0.29779562,0.20432101,0.106626056
0.38756225,0.23348306,0.15546311,0.22349153
0.26679048,0.11508469,0.27856565,0.33955923
0.10388145,0.29013255,0.52803826,0.07794779
0.31694403,0.32024297,0.300193,0.06261997
0.40342197,0.15468061,0.1585807,0.28331667
0.2430232,0.14810982,0.33258843,0.2762785
0.19650021,0.46530747,0.26229325,0.07589895
0.13489442,0.19977249,0.3233225,0.34201056
0.24363819,0.22152789,0.47351918,0.061314728
0.09370407,0.38519427,0.3583402,0.16276145
0.2984513,0.038546916,0.28546467,0.37753707
0.4049367,0.24158502,0.10783242,0.24564587
0.24015754,0.35677397,0.1690068,0.23406161
0.29214528,0.3365823,0.10622951,0.26504287
0.053801652,0.1697257,0.47713023,0.29934248
0.165478,0.19477163,0.3496378,0.29011264
0.17284812,0.09844672,0.47581074,0.25289446
0.39687356,0.30689013,0.24739297,0.0488433
0.34542003,0.24528496,0.33125013,0.078044884
0.2943455,0.30506247,0.19821967,0.20237234
0.25717726,0.04517583,0.05718947,0.64045745
0.19535773,0.3615472,0.23864223,0.20445286
0.44060415,0.03135511,0.1913262,0.33671457
0.15897466,0.61800724,0.09585867,0.12715939
0.4150848,0.053147234,0.39504942,0.1367185
0.35548103,0.24725261,0.09852866,0.29873767
0.3672411,0.36380103,0.029270234,0.23968756
0.40377137,0.036058772,0.11392511,0.4462448
0.14293088,0.13038477,0.4097776,0.31690678
0.35599816,0.20859666,0.15911478,0.27629045
0.09555278,0.7751944,0.09163252,0.03762025
0.14598614,0.42616057,0.28263587,0.14521736
0.067163296,0.15328145,0.3344019,0.44515336
0.104814045,0.08816733,0.7070874,0.09993113
0.31689826,0.15938544,0.15059726,0.37311903
0.28815165,0.22025391,0.3905766,0.10101784
0.06263034,0.43870893,0.08429158,0.41436917
0.2235543,0.025001377,0.383491,0.36795336
0.23620275,0.42584902,0.30038133,0.037566945
0.45325923,0.1884818,0.14511013,0.21314885
0.20608269,0.42937365,0.17713556,0.18740812
0.2942589,0.19281441,0.232229,0.2806977
0.35970244,0.16840315,0.055084497,0.41680992
0.26756763,0.10926841,0.19496243,0.4282015
0.074522346,0.4047612,0.20610589,0.3146106
0.26201367,0.31795695,0.23530984,0.18471952
0.31385905,0.13031432,0.40111968,0.15470698
0.35832238,0.2345307,0.18917924,0.2179677
0.14509182,0.493324,0.09408025,0.267504
0.23720415,0.32343823,0.09848124,0.3408764
0.14114578,0.19505903,0.15214255,0.51165265
0.19951431,0.388068,0.29765838,0.11475934
0.33059683,0.26380616,0.2010886,0.20450841
0.46317706,0.42383865,0.058435652,0.054548644
0.31353447,0.28791726,0.051866632,0.34668162
0.27665007,0.2962284,0.14777535,0.27934614
0.20575647,0.6560237,0.08156762,0.056652203
0.104548596,0.1764213,0.3745449,0.34448522
0.41430643,0.09143073,0.3246516,0.16961123
0.34558153,0.050525807,0.24703714,0.35685557
0.46572086,0.40200862,0.093344584,0.038925964
0.28682637,0.08333504,0.14996773,0.4798708
0.19439428,0.60819787,0.051581133,0.14582668
0.22828034,0.41216367,0.25612018,0.103435844
0.42228317,0.024990607,0.19643818,0.35628808
0.078344755,0.5626629,0.25250024,0.106492154
0.060213815,0.5466432,0.3354959,0.057647094
0.2605662,0.38866493,0.14842334,0.20234546
0.2449725,0.3378691,0.054949436,0.36220896
0.2642931,0.1876686,0.24859354,0.2994448
0.35850164,0.20790635,0.09725409,0.33633792
0.18152633,0.30551165,0.108536325,0.40442565
0.2047095,0.20627163,0.29125905,0.2977598
0.4442505,0.27139664,0.10122645,0.18312646
0.3594146,0.25702718,0.055926558,0.32763168
0.21010113,0.5445282,0.06274734,0.18262339
0.4078254,0.25615776,0.14226203,0.19375488
0.29608577,0.11110335,0.40512723,0.1876836
0.059076812,0.47700357,0.3933759,0.07054367
0.12258179,0.39316285,0.19566865,0.2885867
0.4622495,0.18911952,0.053519674,0.29511127
0.1418838,0.3772412,0.16052908,0.32034594
0.29265586,0.21139306,0.33841473,0.15753639
0.3157652,0.19029681,0.20644945,0.28748852
0.41003,0.050687313,0.2828051,0.2564776
0.52231026,0.029193243,0.14853616,0.2999603
0.17730933,0.09921707,0.32739538,0.3960782
0.43530005,0.1002455,0.20636033,0.25809416
0.43608484,0.37772626,0.049422093,0.13676688
0.09187454,0.16799086,0.3610537,0.37908095
0.27416968,0.19823734,0.3739716,0.15362136
0.03036077,0.24381004,0.67184985,0.053979363
0.33249035,0.20887999,0.15678018,0.30184945
0.4277489,0.08124719,0.10201176,0.38899213
0.1233859,0.46389192,0.051542368,0.36117983
0.18892452,0.31333587,0.16089773,0.33684188
0.106945634,0.26103586,0.2833167,0.34870175
0.31573728,0.18304119,0.30590364,0.19531795
0.2911844,0.22676897,0.23498392,0.24706274
0.45014215,0.04953572,0.061075512,0.43924665
0.34552804,0.25610614,0.025576081,0.37278977
0.45532715,0.09541005,0.25204387,0.19721892
0.24420579,0.26415014,0.26385573,0.22778836
0.05400762,0.36753958,0.38760084,0.1908519
